number,id,reviewText,summary,Label
3075,10133,"If you have a lot of DVDs or CDs these wallets are the way to go. I have over 800 CDs and they were eating up my space. After getting rid of all the jewel cases I can store all of my CDs and DVDs on one book shelf. And since I organized them by theme, it is easy to find what I am looking for. By the way: you can mark the outside of the wallets with a  white-out pen. It makes it easy to know what's inside each wallet.  For the DVD wallet you will need to do a little trimming for some of the Liner notes. But it is easy to do. Trust me... once you start using these wallets, you'll love 'em. For what you get with these wallets I find the price fair. Even better here on Amazon.com Enjoy",Save the Space,"1,4"
733,10136,I already had 9 of these Case Logic DVD/CD trays mounted on my wall full of movies and have been trying to find more for a while.I am thrilled with them.,Best ones ever made!,1
1873,10137,ordered 2 sent 1 payed more for freight then what the product was worth. no advance notice on only shiping 1not good.  also product was junk. very disapointed.,junk,2
1874,10140,"Yeah, these are just what you expect: cheap, plastic trays for DVDs or CDs, and are suitable for that purpose.One thing, though. They are NOT 7.2 inches in height as specified. They're a full 8 inches tall. So, if you planned on stacking them (as I did) in a space just over 15 inches, they won't fit.This seems a simple enough thing for them to get right.",Size Matters,1
734,10143,The case logic dvd storage tray is wonderful!  The dvd storage tray easily mounts on the wall of a home / apartment.  The dvd storage tray looks great.  The dvd storage tray displays all the titles of the dvds that it holds.  I will DEFINETLY purchase more case logic dvd storage trays for future use.,case logic dvd storage tray,1
735,10145,Can be used multiple times without fail.,Great Media,1
3076,10148,"Under \Technical Details\ it says \Five tapes\.Under \Product Details\ it says \Shipping Weight: 2 pounds\The image also shows 5 tapes.The title says 1-pack but that can be interpreted as \1-pack of 5 tapes\ right? That's how I read it.However, you will receive only 1 tape, not 5, and it will weight 2 ounces, if that much. I purchased it from a seller that is no longer listed here. The seller promptly responded to my inquiry by issuing a full refund and gifting me the two tapes that I received, asking in return for a 5-star feedback. I think that was a good deal for me.I wonder, though, why this item is still here and the description has not been fixed? Hm-m-m, I smell scam, do you?","BEWARE OF SCAM: This is 1 tape, not 5!",2
1875,10149,I Just Recived My TDK Minidisc In The Mail Today I Recorded 9 Song So Far Still A Lot Of Space Left Very Clear Sound & Clarity & A Very Good Price I Love Thanks Very Much Amazon & GoHastings !Wade Taylor,I Like This Item For The Price And Sound Good Quality Very I Recommend This To All Mini Disc Users,5
3077,10155,"This is just a good basic headset for listening to things on your computer. There isn't a mic, which can be a pain if you don't need it. The volume control is extremely nice too.",Good headset for listening,1
1876,10156,"Do not waste your money, regardless of the fact they have an extra long cord and volume control.  There are tons of lightweight headset choices out there with volume control, albeit only a handful with the extra long cord, but under no circumstances would these be the right choice unless your head is a concrete rectangle. I've been using this type of relatively inexpensive lightweight headset for transcription purposes for more than 20 years and have never encountered a product anywhere near as useless as this one.  After several attempts to give them a chance, thinking I just wasn't \used to\ them yet, I have given up and will pawn them off on someone who gets on my last nerve or is into self-flagellation or something. They're intolerable.  It was the long cord that sold me, but as another reviewer suggested, I also purchased the LabTec Go440 at the same, for the long cord, and would highly recommend you \go\ for them instead.  Not only are they 100x more comfortable, the single wire and lower price should seal your decision.",HORRENDOUS,2
3078,10169,It was okay while it worked.  Sound quality wasn't great but it wasn't terrible either and microphone quality was decent.  The inline volume control and microphone switch were convenient.Unfortunately it didn't last.  The main problem was the cord.  Despite being rather thick it developed bad connections in many places.  The volume control also became scratchy.  Finally one of the drivers broke.  Because of all these problems I cannot recommend this headset.,Too fragile,"2,3"
3079,10170,"Pros:InexpensiveVery long cordMic works well enoughCons:Very cheaply madeCord is not single-sided and is thicker than mostNot very comfortableSound quality is poor -- OK for games, not recommended for musicOne of the drivers fell out of its socket, but I was able to take the headset apart and pop it back in.","Cheap construction, poor sound","2,3"
3080,10173,"This set works ok for listening to speech. But when listening to music, it does make an  irritating noise for certain frequencies making it completely unusable for that purpose (in fact, it will take some time for you to get  rid of the  irritation in your ears even after removing this set). I  strongly recommend against the purchase of this product. I feel like I made  a mistake by  purchasing this.",irritating noise,"2,3"
1877,10176,"When I used this product, I worried that the piece being superglued could come off, but when my monitor was stolen the thief attemted to rip the piece off the desk, the piece held on the desk and the plastic piece broke allowing the wire free. Now I am looking for one that is metal.",Thief broke the plastic loop,2
1878,10180,"Hopefully, I never have to find out whether these are affective or not, so I can only comment on the concept.  You can either tie two things to a stable, heavy object such as a big desk, or you can tie three pieces of hardware together (such as in the picture) and make it a pain in the behind for someone to take all three at once and walk out your door. Of course, none of that matters if the person knows you have the cable and brings a snazzy pair of bolt cutters.  I haven't seen a product like this before, so I was thrilled to install it (it took 5 minutes); it's a better deterrent than the more popular kensington slot locks but will leave a gray lock on whatever you put it on, so choose wisely.  In the end, as with most inexpensive security devices, it's really about the piece of mind, rather than the effectiveness of the product.  If you want more, you can dish out some extra green and get you one of them \MI2\ laser systems.  Cool.","Well, my stuff is still here, so....",1
3081,10182,"The cable is and lock are fairly strong. However, they send glue for the white attachments through which the cable passes to lockdown the equipment. It is not difficult for anyone to break off that white attachment and take the device.Additionally, my Dell computers are equipped with holes through their metal cases through which to pass a lockdown cable. However, the head of the cable is too thick to pass through those more secure holes...So, I had to purchase other lockdown cables.","Seemingly useful, but not that great for security","2,3"
3082,10185,"This product came as described and worked perfectly. I consider all factors when ordering, including quality, price and company reputation. This product passed all. I can recommend this to others.While it is not by any means foolproof I do feel better. The install was a breeze.",Thank God,"1,4"
1879,10187,"Just what I needed to protect my valuable stuff that I can't take with me.The security cable kits I bought didn't have good glue pads on the anchors, so I ordered more anchors and used the super-glue instead, with much better results.",Good locking pads for cable locking systems,1
736,10191,This was a simple security measure to prevent someone from easily stealing your computer and printer. I even put one on my external drive which has lot of my creations on it. I have now re-order more for my studio for all equipment.,Highly recommend this system,1
737,10194,I share a house and always wonder if something might happen. These add extra security. Locks are meant to keep honest people honest. Of course any really determined thief will get them off but at least these will slow them down and maybe make them look for any easier target.,I really like the extra security.,1
738,10196,Great for securing computer equipment.  Currently I purchased this to use in a hospital and was exactly what I was looking for.,Great computer equipment lock.,1
3083,10199,"I must have received a very used one; it is not reliable at all.  It is just like one I had, but my old one never failed me until it was nearly 20 years old!!!!!!!!!!!",Panasonic,2
739,10204,"After I read the rave reviews and ratings, I decided to buy this product. Besides the display (which is diffucult to read), I also discovered that for some of my music, the sound was actually not up to scratch (the singing  part was faded, while on other players it sounded just fine ) - I was very  disappointed - and decided to return it.",Sound problems,2
1880,10217,This multi-outlet has a long cord (16') so we were able to make a charging area for 6 devices (and their respective adapters of all shapes and sizes) quite far from the outlet.  The product also looks nice enough to have out in plain sight.,Makes for a great charging station,1
740,10227,"Its pricey but it does the job.its small,handy and the best part is the long cord.so far no complains.its been 2 months.",pretty good,1
3084,10229,"I love this thing.I like the long cord,didn't originally like the idea of all these colors but in person it is appealing/cute. The plug is angled to right side with a finger grips for thumb & pointer finger.(similar too the grip of doorknob lock) The point where the cord & plug meet each other is also to right side. Meaning- it does not stick out from the wall outlet too much.This design makes it ideal to fit behind furniture. The other outlet plug from the wall still remains usable because of the right angle of the cord. I have a huge three prong plug extension cord plugged into the same outlet. It doesn't seem like cheap plastic as someone else mentioned. I read many of the reviews prior to my purchase, because of the price! The student's review helped me to decide to put out my money for this outlet. If your now sure on this product due to the cost, just keep it on your wish list for a later time; that's what I did. Would enjoy this more if it had an USB port but we cant always get everything we want in one package. I will be purchasing this outlet again for another room. I wanted to give this a four star because I want a USB but its very clear this product never claimed to have one. So, its a Five Stars product based on what it delivers,design,quality,& my exceptions based on the advertised product description.To take points off this product claiming the cord is too long is not a fair review. The product description states the cord is 16 foot long. If they had given people an unusual cord length without mentioning cord length then that would be deceitful on the company but this is not the case.Desiring a shorter cord,that's a personally problem not a product problem.Update: Open the manual book before it goes in the trash because there are color coordinated stickers inside of it. My stickers started to fall out the book. People may have mentioned this fact in other reviews but this item stayed on my wish list for few months before my purchase so I don't remember all the details.",Love Right Angle Design,"1,4"
1881,10237,The problem with most extension strips of outlets is that inevitably one plug is longer or has some weird shape to it that overlaps other outlets on them. This one positions the plugs differently around the circle so it doesn't have the same issue. Great design.,Nice expansion strip without clogged plugs,1
3085,10238,"i got this because the 16 foot cord is exceptional and because the round design offers more options than your traditional outlet.  it is as expected, very good product...amazon shipping lost my first one, but sent me a new one over night when i called.  never found out what happened to the other one, it never showed up.",good spacing,1
741,10239,"My wife was looking for something stylish, yet functional and well-made. This (albeit pricey) power strip fits the bill. It's very attractive, doesn't scratch the glass countertop, and holds plugs very securely. We'd but another one if/when we need it. I can see my wife already looking around the house at all of the other less attractive, and \old\ power strips....",We really like this design!,1
1882,10248,"I chose to buy this product based on its extra long cord and also its clamping voltage. I believe that my nicer items should be protected by a quality surge protector. I have been told that over time surge protectors lose their effectiveness and it would be best to start with one that is quality. Also, I like the fun shape and colors as they help keep track of what items are plugged in where.",It is awesome,1
742,10256,"This surge protector design works wonderfully with my classic HP 110+ laptop computer, ThinkJet printer and HP 9114B disk drive.  All these devices require a 110 to milliamp cord adapter.  The neat layout of the Smartsockets on the Kensington surge protector permits the side by side plug in of the HP adapter plugs.  Goodbye to the old linear surge protectors that restricted the number of adapters that could be powered.  I love the 16 foot cord that allows me great freedom to locate conveniently my classic computer system wherever I choose.Thank you, Kensington.  DOS commands still LIVE.  I love my classic HP system.",Kensington table top Surge protector 62634,1
743,10261,This is so handy because of the circular shape and the tilted outlets - cleaned up the mess of plugins we used to have,smart sockets outlet,1
744,10267,OK this is avery nice CD holder cause it hols everything you would need  for portable listening the only thing I don't like about it is that you  have to put any extra CDs you want to take with you in jewel cases and I  find that really annoying but if you only have a few CDs that you listen to  alot then this is PERFECT. I got it so I could listen to my CD player while  I run or ride my bike. The shoulder strap makes it easy to handle so you  don't have to keep one hand free to hang on to it. The zippers on it are  extremly durable so it's kinda hard to break. Another good thing is that  you can wash it if it gets dirty. Have a nice day!,Good for travel.,1
1883,10270,"When I walked into the store and I saw the exact same thing I decide to buy it. When I got home I Thought It would fit all my things in, but it didn't meet the requirments I wanted. It would only fit about 5 to 6 cd's in the pocket and the second pocket its useful to put you CD player in but you also have the outside pocket  which you can store you earphones in the other pocket or store your batteries. But If you have big round earphones or the new in fashion earphones of today it wont fit. You have to strap it on outside. Yes...It has a strap on the side of the bag. But Overall this is a good product But it wasn't for me.",I Think It's and okay product,2
745,10275,The minute I put this baby on and hit play I was highly impressed at the lovely sound quality. The energy level light for the batteries is a wonderful feature as well as the choice of forward or reverse play without  removing the cassette and turning it over. How nice!I feel I got my  money's worth and then some. I will go with this brand when looking for a  portable CD player.,Terrific sound!,1
1884,10276,"This unit can't be beat..great sound &amp; great price. I use it for listening to music, talk radio and books-on-tape and it beats the $60.00 Sony I had on all counts.",Super Sound,1
3086,10279,"I agree that Palm Pilot is a good product. It did help me have everything properly organized... while it lasted. I had a minor problem with it four months ago, and I have been completely unable to have it repaired. Client  support numbers won't answer to phone or email requests. Technical support  is just never available. I have not been able to use my palm pilot for over  4 months. The product might be good, but I do not think it is worth taking  the risk of ending up using your old paper agenda.","Good product, but very poor client support","2,3"
746,10280,"January 15, 2000  3Com's Palm PDA's are definitely the best PDA's on the market. You  can read the other reviews to hear how this device will help you organize  your life and how wonderful it is. As a Palm collector (I have all Palm  and Pilot models), I will rather compare the Palm V to the  Palm Vx. The  only difference between the two is that  the V has 2MB of RAM, while  the Vx has 8.I have thousands of addresses, thousands of appointments, and  many  more to-do items, documents, etc. in my Palm. I  also have fax, e-mail,  and internet software  installed, among many other programs. I only use  about  1.5 MB. Therefore, although I have the Vx, I don't use any of the  additional memory. Technically, because of the additional  memory, the  Vx is faster. Nonetheless, because Palm  applications are so small, this  difference is truly  negligible. Therefore, before you spend $100 more on  the Vx, make sure you're going to use the additional memory. It's the  only difference.Now, remember: the V  series is rechargable, while the III series uses  AAA  batteries. Therefore, travelling with a V palm means you'll have to  carry around the cradle. If you'd rather use batteries, maybe  the IIIx is  better for you.Good luck!",Magnificent!,1
3087,10281,"A quick take on my perception of the good and bad points of this device, and some suggestions from a vetran Palm upgrader (I've returned and repruchased these machines a little too many times!)There are a few  things I love about this device:1. You don't end up changing batteries  all the time like you did with previouis models 2. It costs lesser than the  Palm Vx 3. Synchronization with outlook 2000 is flawless 4. The screen is  very readable in bright outdoors 5. The battery lasts and lasts (they  aren't energizer bunnies!)Things I do not like about this:1. The  choice of cases for this are kind of lousy. 2. Applications built into this  device could have been a little more intuitive.Overall perceptions:1.  Good value for the money 2. Buy a spare docking cradle if you move this  between home and work PCs (accompany sells them for dirt cheap if you are  in the right buying cycle) 3. Do not attempt to browse the Web on  this...you'll only be disappointed.","Excellent synchronization, good software,good bang for the $","1,3,4"
1885,10282,I got the Palm V because I'm the kinda person who gets sucked into getting something just because they're &quot;new.&quot;  This is not always the right thing to do... however.  To be sure the Palm V is a smaller version  of the Palm III.  But as far as power goes the Palm III is still the way to  go.  So if you're just a casual user of the Palm the V will give you that  wow factor... but if it's pure functionality (is that a real word?) that  you need then the III is still the better choice!,Maybe yes... Maybe no,5
3088,10283,"I am getting rid of my 16MB Windows CE device now that I have tried the Palm w/ 1/8 of the memory.  It is the easiest device to use and set-up that I have seen.  Powerful, Practical and Simple.",Fantastic Device!,1
1886,10288,"I love the great design of Palm V, this is my first palm and now I use it all the time to organize my schedule.MEMORY : Palm V provides only 2 MB of memory, which is one of the major drawbacks.  Installing all the  softwares that I needed took about 1.2MB, left me about 0.8MB for data and  stuffs. (btw there are lots of great freeware available which most I found  are better than the correspondence shareware)BATTERY PROBLEM : 3COM  advertised that one charge will last about 1 months, only true if you don't  use it regularly or  you use your cradle everyday to charge it. (it also  takes about 45 minutes to 1 hour to charge in cradle daily) One charge last  less than 2 or 3 days for me, well I almost use it most the time, organize  my schedule, expense, and playing games while waiting for my  appointment.PC ORIENTED : Palm products are also PC oriented, I use unix  systems most the time, and use my PC just to charge or synchonize with the  palm.  (it will be nice if they can provide a unix compatible cradle)  Anyway inspite of all the drawbacks, I love the Palm V, go get your own and  you will feel becoming a different person.SEVERAL ADVICES: 1. check for  available freeware b4 you buy the shareware version. 2. You will need at  least a slim leather case. (the one coming with Palm V, cause more problems  than the benefits like the never off beeping) 3. Buy Palm Vx if you have  more money. 4. If you decide to buy a Palm or its accesories, always search  the net first, don't buy at the first place you found it.  You might end up  paying 20%-50% off in other place.",great design and low of memory and battery.,1
3089,10290,"I'm a big fan of palm pilots already but the V is much better than the 3: lightwt and thin so easy to tote around, much easier to read text, has rechargeable batteries so never need to buy AA batteries...","lightwt is key, only one with recharg batteries",1
3090,10293,"The Palm V and Vx may have seemed totally awesome, but I never fell for the hype. The Palm V and Vx have a rechargeable lithium battery. When it's day is done, there's an agonizing choice: go for a replacement one of these, have the battery replaced and risk it not working correctly, or buying something that as one user suggested could run off of easily replaceable AAA batteries. The Palm V and Vx were never cool enough to overcome that stigma for me. If you can find that the Palm V/Vx has an acceptable set of trade offs and opportunity cost, to quote a drop dead gorgeous economics teacher I had, then it is definitely the belle of the ball. If on hand B you are practical, and want more steak and less sizzle from your handheld, the Palm VII or Palm VIIx may be a far better option.Just alerting you to something the positive reviews may gloss over.",What to do if you're into vintage computing,"2,3"
747,10298,"Where to start?  I'll begin by saying..get the Palm V...Everytime I open it up, conversations start about how organized a person I am.  Once you start relating to others about tech features, you're sure to close the  deal.  I don't know if it's the great gasp or the real deal.  I do know  this; I have been able to think less about what my day is like and smile  more knowing I have more free time due to proper planning using the Palm V.  The custom software available online and support you receive from the  company is a great combination.  If you make palm piloting a habit, you'll  sleep better at night knowing you've got everything planned ahead.  Your  only decision left to make after buying the palm organizer is which case to  buy to carry it in.  I chose the Coach leather.  Holds a check book,  business cards, credit cards and cash...enough padding to protect your  investment. Buy this so it will make everyone's lives easier by  &quot;Beaming&quot; business cards instead of passing them out.","Think Less, Smile More--Get the Palm V!",1
3091,10302,"Using my Palm V always makes me smile because it is about as close to perfect as any electronic device I've ever used.If anyone is on the borderline, not sure if a PDA is for them, this device will not disappoint.  It does everything that you'd want it to do, does it well, and does it  quickly.  Plus the ability to sync the Palm V with your computer's PIM  (inc. Microsoft Outlook) makes importing and exporting contacts a  breeze.If you're not sure about the Graffiti writing system, I can tell  you that it's a very easy to learn.  Five minutes worth of practicing and  you'll have it down (it's very, very close to the normal alphabet).  After  a few days you'll have it completely memorized (the Palm folks also include  a handy &quot;cheat sheet&quot; sticker that you can stick to the inside of  the cover that's included with the Palm V).As someone who bought an  Apple Newton MessagePad (and lived though that debacle) I can say from  experience that the Palm is not a product that only a geek can love.  Anyone who is busy and wants to be able to keep track of contacts and  appointments will find this device invaluable and I sincerely mean that.  Once you have one you will not want to be without it, and it sure beats  hauling a fat old paper based organizer around.Some quick notes; the  Palm V Hard Case rocks!  If you travel a lot make sure to get one.  It  keeps the Palm V completely safe from harm and looks beautiful.  Also, with  the upgrade to Palm OS 3.3, you'll be able to sync your Palm with any  laptop with an infrared port without the need for any cables.  This is  very, very cool and very useful for road warriors (one caveat here, the IR  sync does not yet work on Windows2000 based systems).Hope this helps!",An Incredible Combo of Form and Function...,"1,4"
3092,10318,"Since buying the Palm V for myself at Christmas I can't live without it. Hotter news (thanks to AvantGo), games, and the brilliant HotSync-function all leave me very impressed.",Extremely useful,1
3093,10323,"Over the last years I went from a Nokia Communicator Phone-Pda, to a Nec Mobile Pro 400 Windows CE and ultimately to a Palm V (actually Palm III  with a V upgrade). I must say the Palm isn't my favourite among the above  mentionned PDAs.On the Plus side:The interface is very pleasant to  use, it is small in size and easy to write while standing (unlike keyboard  devices), the hot sync synchronizes seemlessly with your address book,  email etc and there are many software available as well as website where  you can subscribe to channels or download information straight to the  Palm.On the minus side:Although it is  a nice device to keep diary  and track of your expenses etc., the lack of keyboard means that to enter  any long piece of text is laborious. Consequently, it you are expecting  from your Pda to be able to, say type an email or some notes while on the  road, this is the wrong device. There are many software around but if you  examine it more closely, many are not very powerful. For instance, I was  very pleased to be able to download a map from mapquest, but without the  ability to zoom or search the map it is of limited use.  Palm users are  often excited by the possibility of downloading email from the inbox. With  my previous Nokia communicator, I could download (and send) email from the  internet using my regular ISP (Unlike Palm VII which requires a proprietary  system subscription) so to download emails from my PC only fails to appear  as a very useful to me. I was also irritated by the fact that by default,  it download all emails in the inbox folder of outlook while synchronizing  which I had to delete one by one.  I know it is possible to buy a keyboard  but the keyboard being too large to be carried, I don't see the point of  that.Conclusion:If you like elegant and simple to use devices (i.e.  if you are a Mac user for instance) the Palm may be for you, especially if  you intend to use it mostly to keep your address book and diary.  If you  seek a PDA also to type notes, use interactive maps and generally expect  more than a electronic diary, I would recommend a Psion, Windows CE or the  wonderful and versatile Nokia Communicator phone.",nice interface but overated device....,"1,3,4"
3094,10325,I have read the Palm is expensive. But it has a good support team: you can write them and in 24 hours you can get the answer. Also look in the net: a lot of internet sites provide you with faq and free/shareware.,Good Support &amp; Stuff,1
3095,10326,"I recently purchased a Palm V, it is the best time mgmt. tool I have owned. The only draw back is the memory capacity, the V was my first organizer so I was not sure how much memory I would need for all my office  activities. I know now, I want MORE MEMORY!",Consider spending the extra money for the Palm Vx,"1,4"
3096,10330,"I've used the Palm V for 2 months. I feel I'm more in control of my lif, both personal and professional. It's compact to fit in my bag and I even take it with me to the grocery store. I love all the software programs we  can download (i.e., mileage tracker, grocery list, bug me and we must not  forget the games to keep kids occupied in the doctors office or on a trip).  If I think of something I need to do, it take seconds to add it to my list  and then I don't have to worry about forgetting that big appointment or a  promise made to our children.  Thank you 3Com/Palm V.  It is well work the  money !!!!",It's the best thing to happen since paper.,1
1887,10334,"No more sticky notes, no more paper reminders in my pockets. I use it to keep track of everything, from check book balance to grocery list.  Great product and the memory is more than enough for day to day use. The hard  casing makes it more durable and the size allows it to fit in your shirt  pocket. I recommend it for anyone who wants to really get organized and  never miss an appointment.",Best thing I ever did to organize my life!,1
1888,10335,"If you are a business traveller and only use your laptop for e-mail and to sync your diary, this product is great! Go to avantgo.com to set up web page syncs. Get the Puma Intellisync software to sync your diary and  e-mail. Buy the GlobalPulse GSM cellphone cable for communication and the  world is your office. I dial up via cellphone into my companies 3Com RAS  Server and sync with my desktop. It was really easy to set up and worked  first time! Any problems? Yeah, I am fast running out of memory because of  all those web pages...",Notebook replacement for business travellers,1
3097,10338,"I know probably many of you have that same question.  Let meanswer it--Palm V--period.  I know the 2Meg complaints-you won't useit, and if you need to buy a Vx.  The size is amazing.  The V is soooo neat and small.The unit is rock solid and I'm so happy with it. This is my first PDA and I'm thrilled I purchased the V.  The IIIx is too large and not really portable.Do yourself a favor--buy the V. Remember you get what you pay for.",To Palm V or IIIx,"1,4"
3098,10339,"Immediately discovered the Palm V's memory is not sufficient tohotsynch the data I wanted to keep handy. Email alone used up so muchmemory (especially those with attachments that I can't open anyway); so I had to either be more conscientious in filing and deleting emails, or disengage the email hotsynch function. I disengaged.Found through various sources that there are several places to upgrade Palms; and one of the top-rated is palmpilotupgrade.com. Hallelujah! With the upgrade, my Palm V is virtually the equivalent of the Palm Vx.I've been using Microsoft Outlook for a long time, and it contains all kinds of important data. I didn't want to switch, so I was happy that Palm now accommodates Outlook.  END",Need More Memory,"1,3"
748,10341,"This is a great product - it literally runs my life from the time I get up, go to meetings, and go to bed! Excellent hotsync function and tons of user friendly applications on the net.  A couple of drawbacks - runs out of  memory too fast, and the screen scratches pretty quickly too. I bought a  screen saver film to protect.  Cannot even imagine hauling huge day-runner  books anymore!",Runs my life,1
3099,10349,Great product. Good balance between &quot;must have&quot; and &quot;nice to have&quot; functionality. Surprised at the memory capacity with &quot;only&quot; 2 Mb. I saw some advertising in Financial Times recently  but other than that little promotion in Europe. After two weeks already  seriously considering to leave the laptop at home and buy optional model  instead.,Should be promoted in Europe,"1,3"
3100,10351,"Like everyone else (I guess) I was seduced by that small bullet colored case that could fit in my shirt pocket.  The conventional wisdom said that if you want a PDA, get a Palm V.  At first I was excited but then saw that  you could only do a few essential items and the screen was impossible to  see.  Also, the buttons always get mashed when it sits in your suit jacket  so that the battery gets wasted.  When I saw a friend's CE based PDA with  full color and multimedia, I started surfing for one of those.  I hope Palm  beefs up the processor and the screen to come up with some less drowsy  applications--then they'll really have something. Until then, I think  they're doing Bill Gates a favor.",Where's The Beef?,"2,3"
3101,10371,The average selling 20 dollar boombox could out performe this hunk of junk. My little Bose Wave radio has a much better sound than this and a much more power than this. Don't buy it!,Junk!,"2,3,4"
1889,10372,"I purchased this stereo last November and I love it. It's exactly what I was looking for in terms of affordability, size, and quality. And the equalizing feature makes this stereo fun. I recommend it for anyone who  lives in a small place and/or moves frequantly.",Excellent Sound for a Mini Unit,1
1890,10374,"Sad to see the urban assault is only available used right now.  This thing is awesome.  I got it to take to the volleyball courts and the beach.  It has held up to the sand and water extremely well.  The batteries last longer than I thought, and produce great volume.  It's heavy, but I don't really consider that a drawback.  It's truly a portable party, and you can pump out loud music wherever you want.  I love that I can hook in my iPhone.  As others noted the radio is pretty weak, but Pandora sounds great ;)",Portable Party,1
1891,10379,"Wait!!  Stop reading this and order one now!!!  That's how sure I am of this boombox.  I started my search for a boombox that had characteristics that used to be found in ones from the early 80's when breakdance was  popular.  Remember when owning a huge boombox was in and toting one on your  shoulder was how you listened to it?  The nostalgia pulled on my  hear-strings.  The bottom line--I wanted something powerful, loud and built  to withstand the punishment.  Fortunately, such a boombox is still  available, thanks to JVC.  If there ever was a stereo that lived up to the  name &quot;boombox&quot; this is it.  The woofers kick out the bass beyond  anything you've heard in a portable stereo before and the volume goes from  0 to 50!  It's built like a brick ****house, which means it will last for  many years to come.  Best of all, you can own one for $200 at Amazon ($100  less than anywhere else; the only downfall--it's army green--probably the  least sold color)  Why are you still reading?  Order it!!!","JVC's RV-Bxx series boomboxes are the best, period.",1
1892,10380,My friend bught this model in 1998. I loved it so much that I searched for two years to have one. I found it in Colorado.I paid 220.00 Dollars for this one. And over all sounds even better than the RVB99 Or the RV90 (assault) Mine is the RV-B90LTDIt packs 52 watts. My friends envey mind for the doubled impactof sound that theirs have. I love thay way the bass booms and still have the full range as well. It never sounds destorted andIt loves to Eat Batterys! that is my only complaint. I recomend this Loaded Boom Box to every one ! If you can't find theRV-B90LTD the RV-B99 is almost as good but only has 26 watts per channel. I love this Stereo for cammping and on the Boat And at the cabin. There is one more draw bock With the RV-B90LTD it it weighs 29 pounds without batteries And 32 pounds with. Compared to the RVB99 that weighs 24 pounds. It is discontiued But if you find A RV-B90LTD Get it you will love the heavy sound and clarity it will give you. And the full function remote will never make you get up to change to music ! unless the Batteries go dead in the remote. This one of the best products That JVC has come out with since 1998. Thanks JVC YOUR THE BEST !!!Feb.21 2003,The Kaboom RV-B9OLTD( Transparent Blue) From Eagle Iowa,1
3102,10382,"I was disappointed in the unit in that it didn't seem loudenough for a Boombox of this quality. The specs indicate that it has26 watts per channel when actual I believe is 6 watts.The unit was the Best looking boombox I have ever seen but looks aren't everything! I purchased it based the 15 other people (Amazon) who had rated it an average of 5 stars.Here are my observations:The FM tuner is not sensitive enough;I have a cheaper radio that gets clearer reception. The cassette player is an auto-reverse. After having an auto-reverse before, this may the first part of the unit to fail. If you have heard the &quot;clicks&quot; when it determines which side to play, you probably know what I mean.  The CD player sounded strong and clear, but overall I think the unit does not have enough power to drive the main speakers and the woofers. I do have to admit that at a volume rating of 50 the sound was still very clear.The solution might possibly be to buy the higher powered unit for $100 more. I returned the unit to Amazon for a refund. They were extremely accomodating and I am sure to purchase from Amazon in the future!  END",Not worth the Money in MY OPINION,"2,3"
1893,10384,"As a Professional Carpenter who needs music on the job site. I have owned 2 of these radios, which have been played on the job every day for the past 6 years. They take a ton of abuse and sound awesome.To be honest, the tape player door broke on both of them, but who playes tapes anymore anyway.The cd player died on my first one after a few years, and only after it took a fall from a few feet after getting knocked off a bench. That is why I got the second, but that was before Ipods, which can be easily connected in the back with a 1/8 inch aux. cord from radio shack.If I had my ipod back then I never would have got rid of the first one.I actually was looking to see if they were still for sale anywhere and  was sad to see that they are discontuinued.Every job that I go to people ask me about this Kaboom box. I wish I could buy a backup in case the currant one becomes a casualty, which unfortunately is a possibility in the environment it is used daily.",Without Equal !,1
1894,10389,"I parents bought a $300 AIWA stereo system before I bought this one.  I must tell you, this stereo soundds better than a $300 stereo.  Even after my parents spent an additional $200 for a subwoofer, I still think my  stereo sounds better.  The look of the stereo is also very cool.  For $170,  this is a wonderful stereo.",Wonderful Sounding Stereo,1
1895,10390,"I have read through the other reviews and agree with few and disagree with most. Here is how:Disagree: It was said that the CD's wont load or they will skip. I have played 3 different home burned CD's in it in the last hour since I got it, no bad loads, no skips. The sound quality is great as long as you dont want to rattle the windows. It wont let you which I think is a great quality. (No, I'm not old and grey, I'm 21 and loud music is obnoxious). It has a very stylish look, and the plastic looks very nice.Agree: When manually changing tracks, the CD DOES skip the intro to songs. Only real bad thing I have notice thus far. And I have played everything from Country to Classical to Heavy Metal on it now, no problems other than this.I would have to recommend this product. It's not a party system, its a good home stereo that won't have the neighbors calling the police on you.",Nice System,1
1896,10393,"A good stereo, but you get what you pay for. Cheap stereos won't give you high-end sound. The CD's load at an awkward angle, and also take a long time to load. Overall, it's not that bad, but not the best system to buy if you're looking for quality.",Get what you pay for,5
3103,10400,"What a disappointment. This system looks great on your desk but sounds and performs horribly, no exaggeration. The volume knob is extremely fickle and inconsistent, it works when it wants to, and the speakers distort and only  minimum volumes. I opened the box, set it up, popped in a cd, and no sooner  had it back in the box ready to ship back. Sorry Fisher, it's nothing  personal, but unless you are going strictly for looks this is just not a  very good product.","Very poor sound quality, looks only...","2,3"
1897,10404,I recently bought a Slim 1500 and it was great. The Sound worked and everything. I looked at some of the other reviews and they said it has bad sound. IT DOESN&quot;T! Its great!,Great Sound Don't Listen to the bad comments it Works!,1
